;ID;score
0;255821;0.18994620776277746
1;255822;0.641966385273107
2;255823;0.7924706839963758
3;255824;0.3336738826292794
4;255825;0.5687517048183998
5;255826;0.17906535833721637
6;255827;0.13856078709187652
7;255828;0.6321813725543189
8;255829;0.5400703204922186
9;255830;0.19851975264543475
10;255831;0.1035630332623897
11;255832;0.47565803687572483
12;255833;0.2253140529748178
13;255834;0.2005616095521797
14;255835;0.7270208552550174
15;255836;0.8018191892287256
16;255837;0.2819351210217673
17;255838;0.4932820974977475
18;255839;0.7690131068703298
19;255840;0.824579924890942
20;255841;0.09130565870783654
21;255842;0.26595167167432454
22;255843;0.6495307190448748
23;255844;0.7422951154527226
24;255845;0.3376211230578738
25;255846;0.06914302846891672
26;255847;0.5289199920490845
27;255848;0.0983220917991141
28;255849;0.8192249803595518
29;255850;0.7338952878346849
30;255851;0.8699047635485089
31;255852;0.6342904644987633
32;255853;0.49625454379814243
33;255854;0.518023104896054
34;255855;0.7095022624316617
35;255856;0.46553415098261913
36;255857;0.5693834298448646
37;255858;0.08636721765278364
38;255859;0.5208426868529765
39;255860;0.11641673352694858
40;255861;0.6668841349340701
41;255862;0.5246383714797701
42;255863;0.7045165896972827
43;255864;0.7958943794628507
44;255865;0.19296731794874242
45;255866;0.7647760421583385
46;255867;0.24046519400784583
47;255868;0.571800154169807
48;255869;0.08553480844980624
49;255870;0.0873504086580324
50;255871;0.709040167381469
51;255872;0.08945008242794733
52;255873;0.8196738420141749
53;255874;0.6377821106116132
54;255875;0.5843180156811765
55;255876;0.38933829448033513
56;255877;0.1334881334216511
57;255878;0.4941964883394203
58;255879;0.5858066920591881
59;255880;0.08109842973362354
60;255881;0.3593894289309874
61;255882;0.8430425884677363
62;255883;0.21100037511730074
63;255884;0.6123846995078577
64;255885;0.1632549192200011
65;255886;0.09016141546934711
66;255887;0.08718838439189232
67;255888;0.06980828516566409
68;255889;0.4569767521818909
69;255890;0.5196428881735087
70;255891;0.8551636284047924
71;255892;0.6690204043553758
72;255893;0.6753383505104635
73;255894;0.19164531280019145
74;255895;0.12988715064063427
75;255896;0.7165451557013004
76;255897;0.37538899472238724
77;255898;0.35406504132372474
78;255899;0.2783233448100091
79;255900;0.4070938124097695
80;255901;0.6247634804717642
81;255902;0.6684570330507517
82;255903;0.22021283438187536
83;255904;0.7266320786751008
84;255905;0.3528145291492224
85;255906;0.6942380697293165
86;255907;0.12106343656486869
87;255908;0.4428553857584519
88;255909;0.30248027480360257
89;255910;0.7913626830672056
90;255911;0.7550976462692014
91;255912;0.8120531266212541
92;255913;0.11133121205688587
93;255914;0.18128662665123813
94;255915;0.6596176251158742
95;255916;0.6061046294346348
96;255917;0.6631840998112628
97;255918;0.7598428595436372
98;255919;0.5532091908756802
99;255920;0.4346492818746329
100;255921;0.703118848313334
101;255922;0.5009580734068247
102;255923;0.603758330653949
103;255924;0.8134416068815777
104;255925;0.1883091234349461
105;255926;0.5949420469708482
106;255927;0.7591850468055699
107;255928;0.49240521781544516
108;255929;0.8555670306815295
109;255930;0.05802051660777541
110;255931;0.7425618365084833
111;255932;0.37580317658689366
112;255933;0.3108439545027986
113;255934;0.10431324622288328
114;255935;0.12722637803562015
115;255936;0.7145058062740004
116;255937;0.7129185029349954
117;255938;0.7098018028428312
118;255939;0.20866907179652522
119;255940;0.2977133899618015
120;255941;0.7714462424939531
121;255942;0.5949929302861885
122;255943;0.6970790683507881
123;255944;0.45776505297432335
124;255945;0.6586497759479092
125;255946;0.736074623752902
126;255947;0.12423847826143197
127;255948;0.658408434229672
128;255949;0.6732453606239449
129;255950;0.7153981533345272
130;255951;0.5840705801676842
131;255952;0.11489997043258413
132;255953;0.5618523809014984
133;255954;0.6489453051824302
134;255955;0.695407104278026
135;255956;0.13521110655728366
136;255957;0.7375940378346665
137;255958;0.6705361722265107
138;255959;0.6693124400385098
139;255960;0.6337811517144788
140;255961;0.9124935941140527
141;255962;0.10358172472846323
142;255963;0.8733406807192261
143;255964;0.09379323931331493
144;255965;0.5353261671197379
145;255966;0.7911114413690897
146;255967;0.6449993105710334
147;255968;0.6413677933765276
148;255969;0.7514455599692508
149;255970;0.0852412257571185
150;255971;0.6562537919657028
151;255972;0.8904432251259182
152;255973;0.6668242978156369
153;255974;0.6116633324003892
154;255975;0.8388791617206977
155;255976;0.6755866719407925
156;255977;0.24196609266335223
157;255978;0.6428214956323414
158;255979;0.5200726759776406
159;255980;0.733425520802069
160;255981;0.37314583377600613
161;255982;0.2786457650382301
162;255983;0.707117768706786
163;255984;0.8780147965740246
164;255985;0.19990403790479944
165;255986;0.8647520963804878
166;255987;0.6200288227270848
167;255988;0.5747874627067161
168;255989;0.4025996678950126
169;255990;0.12685150246580434
170;255991;0.21106228226459625
171;255992;0.35546019675584867
172;255993;0.6363995949779792
173;255994;0.8578541520163492
174;255995;0.5422246639054942
175;255996;0.6328169364861894
176;255997;0.6991508998958157
177;255998;0.08924620451262609
178;255999;0.7369018030263174
179;256000;0.793649881616522
180;256001;0.5737198039143432
181;256002;0.8930939575047641
182;256003;0.7371798299341558
183;256004;0.7617881765471028
184;256005;0.6269727147536988
185;256006;0.26482551843010527
186;256007;0.31129774388112263
187;256008;0.6657552107883611
188;256009;0.06260906435265262
189;256010;0.20211702255362468
190;256011;0.5574366141144328
191;256012;0.14214766918321858
192;256013;0.7513194850418983
193;256014;0.6949702909709713
194;256015;0.4015344799719387
195;256016;0.7585429668416912
196;256017;0.34708471582861805
197;256018;0.26688862218958304
198;256019;0.8380800384922508
199;256020;0.11899610459266302
200;256021;0.243138543111212
201;256022;0.7110969515369048
202;256023;0.2564329575852966
203;256024;0.4769889677404839
204;256025;0.4168621637141214
205;256026;0.8586094277526268
206;256027;0.7514354737267702
207;256028;0.11057072738579914
208;256029;0.10380346109743324
209;256030;0.18713333518702793
210;256031;0.7625750149010154
211;256032;0.18917080548817894
212;256033;0.31976887777409935
213;256034;0.05847672677607774
214;256035;0.633150993278993
215;256036;0.13186063718662955
216;256037;0.4018323214050048
217;256038;0.797232985656982
218;256039;0.17629910857821313
219;256040;0.12023016343552048
220;256041;0.8120154781721095
221;256042;0.42528876957409995
222;256043;0.7061554720075289
223;256044;0.7571411069491778
224;256045;0.09613347690890187
225;256046;0.6581480376570277
226;256047;0.3169653277418956
227;256048;0.6808080111314587
228;256049;0.5331568634514371
229;256050;0.2540552065910272
230;256051;0.22623181460949718
231;256052;0.2913963581512985
232;256053;0.6126862776795957
233;256054;0.10155315577807511
234;256055;0.6529569527125032
235;256056;0.6375155444324796
236;256057;0.18778416900291797
237;256058;0.25066364978220973
238;256059;0.5840516511436116
239;256060;0.8327344288935191
240;256061;0.35786968888371706
241;256062;0.6099203341657263
242;256063;0.2659764073381437
243;256064;0.7407563324095015
244;256065;0.6964172777363671
245;256066;0.8708800780332643
246;256067;0.4697045667021977
247;256068;0.6299700682984288
248;256069;0.10841203262703772
249;256070;0.2081851743782222
250;256071;0.8086984893497713
251;256072;0.24215797798230948
252;256073;0.8725406984719936
253;256074;0.5918403476132241
254;256075;0.3101462983071068
255;256076;0.11356635217401581
256;256077;0.7345676752480438
257;256078;0.6989784716135612
258;256079;0.6504889701682541
259;256080;0.6257670221140029
260;256081;0.2612988381243181
261;256082;0.5641745957423391
262;256083;0.30546489082130385
263;256084;0.5681996699102748
264;256085;0.3852420677529133
265;256086;0.3268727625716864
266;256087;0.19190583998058147
267;256088;0.6290095029424145
268;256089;0.5735766648756531
269;256090;0.6770554342990304
270;256091;0.5642305890530276
271;256092;0.590707936028261
272;256093;0.17385511591394245
273;256094;0.14507720453469952
274;256095;0.16590372501446315
275;256096;0.7721234059333129
276;256097;0.8720769738762784
277;256098;0.5819537399410627
278;256099;0.6338399536847429
279;256100;0.5833018448489787
280;256101;0.10720129083372537
281;256102;0.6814909849192322
282;256103;0.6945808174262487
283;256104;0.7812832214368846
284;256105;0.22953123341409049
285;256106;0.36791945748712357
286;256107;0.6102123771344145
287;256108;0.15977908232129323
288;256109;0.7416827664463559
289;256110;0.8570013649947633
290;256111;0.7374426128770472
291;256112;0.4050710878667036
292;256113;0.2121099289009453
293;256114;0.5002112205987425
294;256115;0.5102421181778395
295;256116;0.13759445060013054
296;256117;0.772666843132766
297;256118;0.6600250507881419
298;256119;0.20771506313926488
299;256120;0.12641735139562532
300;256121;0.2281151637674511
301;256122;0.5791635590514477
302;256123;0.8040462828588649
303;256124;0.539466919477066
304;256125;0.8005534828569233
305;256126;0.5629968311236029
306;256127;0.6394473446482104
307;256128;0.8195725648219776
308;256129;0.7376569484241086
309;256130;0.3303186529152379
310;256131;0.15210641737768094
311;256132;0.07046724156631395
312;256133;0.7566868908090887
313;256134;0.11494406405092827
314;256135;0.46133736666614006
315;256136;0.1401878529798559
316;256137;0.46556662421366174
317;256138;0.22231397482738308
318;256139;0.7540727953323774
319;256140;0.49874544517886654
320;256141;0.7599825114570594
321;256142;0.1873825161158519
322;256143;0.4933066315340576
323;256144;0.2115488342271668
324;256145;0.8094421410422541
325;256146;0.7007991362736343
326;256147;0.5986163218805746
327;256148;0.33353521831794836
328;256149;0.07968509225912676
329;256150;0.12627159826635923
330;256151;0.7316020941220612
331;256152;0.5879708957990996
332;256153;0.5718580152158792
333;256154;0.7764284721817405
334;256155;0.35621242565985234
335;256156;0.7195581912125024
336;256157;0.20390219793695255
337;256158;0.72948471281613
338;256159;0.483651029936278
339;256160;0.5979596898715029
340;256161;0.7453635178475918
341;256162;0.09542953235658773
342;256163;0.5665022113728284
343;256164;0.1452231742489072
344;256165;0.5202001422706166
345;256166;0.694542702534199
346;256167;0.32622987707108725
347;256168;0.5629794147593429
348;256169;0.2101703998123673
349;256170;0.1246243251086149
350;256171;0.5345915887659509
351;256172;0.1805234901663771
352;256173;0.29873562015934607
353;256174;0.1387994997435098
354;256175;0.4477567201550304
355;256176;0.8347528575266109
356;256177;0.5853692945750918
357;256178;0.8473368321365762
358;256179;0.48349649742586787
359;256180;0.10090633105372616
360;256181;0.34913528191710796
361;256182;0.10561366613308806
362;256183;0.7117687236385718
363;256184;0.1530066662795624
364;256185;0.26830827077314817
365;256186;0.3687994829233866
366;256187;0.058101881815567274
367;256188;0.6384252920677422
368;256189;0.1515454038176616
369;256190;0.43811474471854334
370;256191;0.6212777488747753
371;256192;0.8443479323417676
372;256193;0.6355259924948549
373;256194;0.26342318466075754
